ticker,date,open,high,low,close,adj_close,volume
^RUT,2026-09-10 04:00:00,2908.52001953125,2908.52001953125,2886.9599609375,2890.949951171875,2890.949951171875,4893500000
^RUT,2026-09-11 04:00:00,2909.050048828125,2926.68994140625,2902.89990234375,2903.93994140625,2903.93994140625,4722480000
^RUT,2026-09-14 04:00:00,2896.699951171875,2908.52001953125,2885.5400390625,2892.239990234375,2892.239990234375,4963750000
^RUT,2026-09-15 04:00:00,2890.639892578125,2890.639892578125,2861.72998046875,2870.2900390625,2870.2900390625,5154930000
^RUT,2026-09-16 04:00:00,2873.75,2887.820068359375,2832.3701171875,2858.81005859375,2858.81005859375,5307920000
^RUT,2026-09-17 04:00:00,2883.195068359375,2901.330810546875,2882.986328125,2883.0751953125,2883.0751953125,0
^SSMI,2026-09-03 22:00:00,14385.7998046875,14442.16015625,14324.4697265625,14395.9404296875,14395.9404296875,18393800
^SSMI,2026-09-06 22:00:00,14233.4599609375,14350.8095703125,14206.650390625,14279.3798828125,14279.3798828125,14119100
^SSMI,2026-09-07 22:00:00,14303.1201171875,14342.7099609375,14035.8798828125,14057.6103515625,14057.6103515625,27418800
^SSMI,2026-09-08 22:00:00,13971.48046875,13993.990234375,13804.5703125,13804.7001953125,13804.7001953125,20729000
^SSMI,2026-09-09 22:00:00,13826.0302734375,13849.330078125,13740.099609375,13740.099609375,13740.099609375,18709200
^SSMI,2026-09-10 22:00:00,13779.76953125,13871.650390625,13768.8203125,13775.26953125,13775.26953125,16538600
^SSMI,2026-09-13 22:00:00,13831.0400390625,13998.8798828125,13829.9404296875,13878.5400390625,13878.5400390625,20862800
^SSMI,2026-09-14 22:00:00,13774.8798828125,13829.7802734375,13680.9501953125,13808.8701171875,13808.8701171875,25531600
^SSMI,2026-09-15 22:00:00,13797.98046875,13890.509765625,13795.8603515625,13868.66015625,13868.66015625,24289500
^SSMI,2026-09-16 22:00:00,13919.5302734375,13982.98046875,13876.650390625,13947.3095703125,13947.3095703125,0
^STI,2026-09-02 16:00:00,5775.7001953125,5782.9599609375,5733.89990234375,5747.7099609375,5747.7099609375,257843300
^STI,2026-09-03 16:00:00,5768.22021484375,5828.5,5754.10986328125,5801.9599609375,5801.9599609375,301700800
^STI,2026-09-06 16:00:00,5792.4501953125,5803.1201171875,5768.85986328125,5792.27978515625,5792.27978515625,296231300
^STI,2026-09-07 16:00:00,5771.31005859375,5779.91015625,5751.89990234375,5767.4501953125,5767.4501953125,263928200
^STI,2026-09-08 16:00:00,5759.58984375,5763.39013671875,5706.68017578125,5729.6298828125,5729.6298828125,264729700
^STI,2026-09-09 16:00:00,5704.3798828125,5712.89013671875,5684.06005859375,5689.75,5689.75,271724100
^STI,2026-09-10 16:00:00,5698.2900390625,5710.9501953125,5669.22021484375,5695.93017578125,5695.93017578125,237580600
^STI,2026-09-13 16:00:00,5685.18017578125,5725.56005859375,5677.7900390625,5718.02001953125,5718.02001953125,305014800
^STI,2026-09-14 16:00:00,5720.669921875,5720.91015625,5632.16015625,5638.64013671875,5638.64013671875,214160300
^STI,2026-09-15 16:00:00,5647.1201171875,5687.6298828125,5627.18994140625,5635.41015625,5635.41015625,236209300
^STOXX50E,2026-09-03 22:00:00,6380.7001953125,6409.3798828125,6363.35009765625,6392.93017578125,6392.93017578125,13890100
^STOXX50E,2026-09-06 22:00:00,6384.93994140625,6407.8701171875,6370.52978515625,6403.990234375,6403.990234375,10797200
^STOXX50E,2026-09-07 22:00:00,6394.009765625,6416.35986328125,6362.4501953125,6413.169921875,6413.169921875,14230500
^STOXX50E,2026-09-08 22:00:00,6395.009765625,6395.009765625,6275.33984375,6311.56005859375,6311.56005859375,21292800
^STOXX50E,2026-09-09 22:00:00,6315.8701171875,6329.47998046875,6262.47998046875,6268.97021484375,6268.97021484375,14905700
^STOXX50E,2026-09-10 22:00:00,6291.52001953125,6341.43994140625,6285.10986328125,6325.1298828125,6325.1298828125,15644800
^STOXX50E,2026-09-13 22:00:00,6308.9501953125,6308.9501953125,6234.330078125,6260.3798828125,6260.3798828125,17625000
^STOXX50E,2026-09-14 22:00:00,6248.10009765625,6265.25,6194.18017578125,6236.5,6236.5,17347000
^STOXX50E,2026-09-15 22:00:00,6251.5498046875,6282.56005859375,6240.66015625,6266.5,6266.5,16723000
^STOXX50E,2026-09-16 22:00:00,6293.27001953125,6337.66015625,6285.14990234375,6322.89990234375,6322.89990234375,0
^TWII,2026-09-02 16:00:00,46325.48046875,46517.44921875,45839.359375,45857.66015625,45857.66015625,5351000
^TWII,2026-09-03 16:00:00,45991.28125,46620.9609375,45966.859375,46551.12890625,46551.12890625,3967200
^TWII,2026-09-06 16:00:00,46724.0,47429.578125,46724.0,47326.26953125,47326.26953125,4656500
^TWII,2026-09-07 16:00:00,47335.23828125,47578.23828125,47023.73046875,47105.78125,47105.78125,4458900
^TWII,2026-09-08 16:00:00,47142.73828125,47548.26171875,47060.78125,47183.359375,47183.359375,4443100
^TWII,2026-09-09 16:00:00,47130.9609375,47130.9609375,46573.46875,46940.48828125,46940.48828125,3857900
^TWII,2026-09-10 16:00:00,46651.2109375,46651.2109375,45942.44140625,46184.8515625,46184.8515625,3896000
^TWII,2026-09-13 16:00:00,46010.73828125,46050.23828125,45398.4296875,45862.51953125,45862.51953125,3400000
^TWII,2026-09-14 16:00:00,45847.26953125,46009.8515625,45491.96875,45511.48828125,45511.48828125,3225500
^TWII,2026-09-15 16:00:00,45546.55859375,46077.8203125,45546.55859375,45848.8984375,45848.8984375,3326700
^VIX,2026-09-04 05:00:00,14.149999618530272,14.579999923706056,13.800000190734863,14.529999732971191,14.529999732971191,0
^VIX,2026-09-07 05:00:00,15.020000457763672,15.31999969482422,14.989999771118164,15.300000190734863,15.300000190734863,0
^VIX,2026-09-08 05:00:00,15.5600004196167,15.9399995803833,15.220000267028809,15.720000267028809,15.720000267028809,0
