,^GSPC,,,,,,,^IXIC,,,,,,,^DJI,,,,,,,^NYA,,,,,,,^XAX,,,,,,,^BUK100P,,,,,,,^RUT,,,,,,,^VIX,,,,,,,^GDAXI,,,,,,,^FCHI,,,,,,,^STOXX50E,,,,,,,^N100,,,,,,,^BFX,,,,,,,IMOEX.ME,,,,,,,^N225,,,,,,,^HSI,,,,,,,000001.SS,,,,,,,399001.SZ,,,,,,,^AXJO,,,,,,,^AORD,,,,,,,^BSESN,,,,,,,^JKSE,,,,,,,^NZ50,,,,,,,^KS11,,,,,,,^TWII,,,,,,,^GSPTSE,,,,,,,^BVSP,,,,,,,^MXX,,,,,,,^IPSA,,,,,,,^MERV,,,,,,,^TA125.TA,,,,,,,^CASE30,,,,,,,^JN0U.JO,,,,,
Date,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close,,High,Low,Open,Close,Volume,Adj Close
3/19/2018,2741.379883,2694.590088,2741.379883,2712.919922,3302130000,2712.919922,,7421.22998,7285.27002,7419.200195,7344.240234,2327430000,7344.240234,,24893.68945,24453.14063,24893.68945,24610.91016,377990000,24610.91016,,12755.5498,12580.07031,12755.5498,12651.45996,3302130000,12651.45996,,2471.77002,2442.310059,2471.77002,2450.100098,0,2450.100098,,717,704.0499878,716.7000122,705.0900269,0,705.0900269,,1585.829956,1553.900024,1585.829956,1570.560059,3282130000,1570.560059,,21.87000084,16.55999947,16.62999916,19.02000046,0,19.02000046,,12369.76953,12183.79004,12346.50977,12217.01953,97309700,12217.01953,,5265.439941,5210.069824,5263.390137,5222.839844,76919000,5222.839844,,3430.600098,3386.860107,3430.600098,3394.790039,34391400,3394.790039,,1026.719971,1016.76001,1026.680054,1019.190002,171673300,1019.190002,,3958.080078,3911.199951,3956.25,3920.639893,29985000,3920.639893,,2302.780029,2279.5,2299.01001,2281.719971,0,2281.719971,,21659.03906,21366.88086,21537.90039,21480.90039,67300000,21480.90039,,31656.30078,31244.61914,31370.4707,31513.75977,1440844700,31513.75977,,3280.566895,3251.047119,3264.927979,3279.251953,138000,3279.251953,,11120.75,10994.67969,11046.03027,11068.49023,80600,11068.44629,,5959.399902,5915.600098,5959.399902,5936.399902,0,5936.399902,,6064.700195,6020.700195,6064.700195,6040.799805,705680400,6040.799805,,33275.78906,32856.53906,33268.96875,32923.12109,9800,32923.12109,,6319.651855,6277.758789,6315.332031,6289.571777,77658600,6289.571777,,8492.120117,8448.480469,8492.120117,8487.150391,26511300,8487.150391,,2493.560059,2470.909912,2491.98999,2475.030029,477200,2475.030029,,11066,10983.25,11004.80957,11046.90039,2206800,11046.90039,,15693.09961,15540.90039,15693.09961,15589.40039,175993800,15589.40039,,84886,83678,84886,83913,3330600,83913,,,,,,,,,5610.399902,5549.259766,5608.319824,5576.540039,0,5576.540039,,32560.5,31617,32555.09961,31724.40039,0,31724.40039,,1360.219971,1347.130005,1359.530029,1347.23999,41920700,1347.23999,,,,,,,,,4624.209961,4557.649902,4592.52002,4583.089844,0,4583.089844
3/20/2018,2724.219971,2710.050049,2715.050049,2716.939941,3261030000,2716.939941,,7380.740234,7331.240234,7353.25,7364.299805,1967690000,7364.299805,,24803.60938,24650.64063,24650.64063,24727.26953,342510000,24727.26953,,12692.53027,12643.58984,12663.25,12663.63965,3261030000,12663.63965,,2469.080078,2452.25,2452.550049,2456.580078,0,2456.580078,,708.6400146,704.9099731,705.0900269,708.210022,0,708.210022,,1575.780029,1566.75,1570.849976,1570.410034,3261030000,1570.410034,,19.30999947,18.09000015,18.37999916,18.20000076,0,18.20000076,,12320,12191.5498,12261.19043,12307.33008,72907500,12307.33008,,5255.100098,5208.509766,5232.120117,5252.430176,66443200,5252.430176,,3415.350098,3383.169922,3398.879883,3412.080078,29787300,3412.080078,,1025.839966,1016.780029,1021,1025.01001,163363500,1025.01001,,3940.080078,3914.280029,3927.590088,3935.780029,22334300,3935.780029,,2293.850098,2263.47998,2281.530029,2291.179932,0,2291.179932,,21384.85938,21223.9707,21297.98047,21380.9707,66500000,21380.9707,,31576.05078,31183.40039,31315.41992,31549.92969,1746878600,31549.92969,,3292.573975,3252.433105,3257.218994,3290.639893,139900,3290.639893,,11082.03027,10951.99023,10982.73047,11077.7998,80300,11077.75586,,5963,5934.700195,5936.399902,5950.299805,0,5950.299805,,6066.299805,6039.700195,6040.799805,6053.100098,828262900,6053.100098,,33102.73828,32810.85938,32876.48047,32996.76172,14600,32996.76172,,6271.716797,6207.167969,6266.581055,6243.577148,76662600,6243.577148,,8622.410156,8487.150391,8487.150391,8608.290039,34774800,8608.290039,,2485.52002,2456.800049,2456.800049,2485.52002,291500,2485.52002,,11020.78027,10981.04004,11016.84961,11010.83984,2159800,11010.83984,,15642.5,15593.09961,15608.7998,15616.40039,215898400,15616.40039,,84412,83682,83919,84164,2682000,84164,,47360.51172,46987.30859,47342.37891,47076.51172,204182100,47076.51172,,5578.430176,5538.180176,5576.540039,5542.930176,0,5542.930176,,32176.19922,31669.80078,31724.40039,31797.59961,0,31797.59961,,1354.079956,1347.400024,1347.790039,1350.560059,51274100,1350.560059,,,,,,,,,4645.709961,4602.77002,4615.779785,4639.779785,0,4639.779785
3/21/2018,2739.139893,2709.790039,2714.98999,2711.929932,3415510000,2711.929932,,7415.660156,7325.350098,7347.5,7345.290039,1988390000,7345.290039,,24977.65039,24655.40039,24723.49023,24682.31055,343230000,24682.31055,,12776.33008,12654.71973,12663.66016,12683.75977,3415510000,12683.75977,,2507.919922,2463.399902,2465.429932,2503.199951,0,2503.199951,,708.210022,702.1900024,708.210022,704.4199829,0,704.4199829,,1587.73999,1570.400024,1570.400024,1579.300049,3415510000,1579.300049,,18.37000084,16.26000023,17.76000023,17.86000061,0,17.86000061,,12344.08984,12250.37012,12336.75977,12309.15039,108917200,12309.15039,,5257.240234,5220.259766,5252.779785,5239.740234,69220400,5239.740234,,3418.429932,3387.290039,3413.669922,3401.040039,35368700,3401.040039,,1026.26001,1019.440002,1026.199951,1023.450012,170957400,1023.450012,,3942.310059,3912.189941,3936.090088,3925.780029,23254200,3925.780029,,2316.080078,2290.179932,2292.73999,2309.360107,0,2309.360107,,,,,,,,,31978.14063,31381.53906,31811.98047,31414.51953,2309098300,31414.51953,,3314.208984,3268.87793,3299.730957,3280.951904,168400,3280.951904,,11170.55957,10973.58008,11100.91016,10980.5498,94100,10980.50684,,5958.299805,5909.100098,5950.299805,5937.200195,0,5937.200195,,6060.600098,6014.899902,6053.100098,6043.200195,769674800,6043.200195,,33354.92969,33070.53125,33090.82031,33136.17969,10100,33136.17969,,6315.066895,6260.066895,6260.185059,6312.831055,89583500,6312.831055,,8634.709961,8588,8608.290039,8600.80957,34761700,8600.80957,,2492.879883,2483.780029,2488.219971,2484.969971,399100,2484.969971,,11072.30957,11011.07031,11037.34961,11011.07031,2360400,11011.07031,,15741.5,15580.59961,15593.90039,15675.2998,261388100,15675.2998,,85145,84080,84166,84977,3260900,84977,,47606.37891,46896.78125,47078.85938,47521.83984,243628900,47521.83984,,5554.160156,5529.640137,5542.930176,5535.490234,0,5535.490234,,32513.5,31797.59961,31797.59961,32369.59961,0,32369.59961,,1351.26001,1346.099976,1351.150024,1348.589966,52968200,1348.589966,,,,,,,,,,,,,,
3/22/2018,2695.679932,2641.590088,2691.360107,2643.689941,3739800000,2643.689941,,7303.189941,7164.379883,7257.549805,7166.680176,2347160000,7166.680176,,24526.00977,23938.74023,24526.00977,23957.89063,439280000,23957.89063,,12597.09961,12369.73047,12574.16016,12377.38965,3739800000,12377.38965,,2490.830078,2454.149902,2489.02002,2456.189941,0,2456.189941,,703.8200073,692.0300293,703.8200073,695.3400269,0,695.3400269,,1576.589966,1543.869995,1576.589966,1543.869995,3739800000,1543.869995,,23.80999947,18.12000084,18.12999916,23.34000015,0,23.34000015,,12267.16992,12009.5,12187.73047,12100.08008,138428600,12100.08008,,5231.169922,5119.290039,5205.169922,5167.209961,104323700,5167.209961,,3394.379883,3320.090088,3393.610107,3348.189941,51223100,3348.189941,,1022.190002,1001.429993,1015.849976,1009.73999,238413600,1009.73999,,3915.22998,3830.590088,3911.280029,3858.5,41893700,3858.5,,2317.379883,2279.629883,2311.310059,2285.76001,0,2285.76001,,21592,21349.71094,21352.16016,21591.99023,82600000,21591.99023,,31686.66992,31018.43945,31575.92969,31071.05078,2103533300,31071.05078,,3288.797119,3242.761963,3281.264893,3263.47998,150400,3263.47998,,11035.58008,10858.44043,10988.83008,10877.25,82700,10877.20703,,5937.200195,5808.100098,5937.200195,5820.700195,0,5820.700195,,6043.200195,5916.899902,6043.200195,5929,839819900,5929,,33281.76953,32963.30859,33206.98828,33006.26953,12900,33006.26953,,6351.308105,6252.975098,6331.97998,6254.074219,77992400,6254.074219,,8600.80957,8477.919922,8600.80957,8515.360352,23503800,8515.360352,,2508.709961,2485.340088,2494.840088,2496.02002,482100,2496.02002,,11120.2002,10975.33008,11045.90039,11005.83984,2637400,11005.83984,,15570.90039,15387.09961,15563.5,15399.90039,230352600,15399.90039,,85499,84197,84984,84768,3241700,84768,,47566.48828,47152.46094,47457.92969,47361.03906,174611400,47361.03906,,5542.310059,5484.560059,5542.100098,5515.990234,0,5515.990234,,32370.59961,31834.80078,32369.59961,31908.19922,0,31908.19922,,1346.27002,1334.930054,1344.790039,1336.27002,49055900,1336.27002,,,,,,,,,4763.290039,4560.569824,4693.290039,4568.549805,0,4568.549805
3/23/2018,2657.669922,2585.889893,2646.709961,2588.26001,3815080000,2588.26001,,7194.310059,6992.669922,7170.680176,6992.669922,2390410000,6992.669922,,24108.4707,23509.06055,23995.17969,23533.19922,482550000,23533.19922,,12449.03027,12166.54004,12413.61035,12177.7002,3815080000,12177.7002,,2473.030029,2434.649902,2469.790039,2435.340088,0,2435.340088,,695.789978,688.2299805,695.3400269,693.3900146,0,693.3900146,,1548.72998,1510.079956,1544.310059,1510.079956,3815080000,1510.079956,,26.01000023,21.62999916,24.02000046,24.87000084,0,24.87000084,,12001.78027,11818.7002,11995.50977,11886.30957,145617800,11886.30957,,5128.709961,5059.669922,5115.819824,5095.220215,102365000,5095.220215,,3339.699951,3279.459961,3339.699951,3298.070068,53737900,3298.070068,,1002.52002,989.210022,1000.210022,996.3200073,232784600,996.3200073,,3829.73999,3781.159912,3823.419922,3816.959961,40482400,3816.959961,,2288.149902,2259.780029,2272.320068,2285.530029,0,2285.530029,,21188.80078,20559.60938,21188.80078,20617.85938,121000000,20617.85938,,30320.31055,29930.23047,29930.23047,30309.28906,3522395400,30309.28906,,3188.235107,3110.664063,3172.771973,3152.760986,275500,3152.760986,,10664.92969,10256.5,10511.16016,10439.99023,148400,10439.94922,,,,,,,,,,,,,,,,32720.0293,32483.83984,32650.89063,32596.53906,11400,32596.53906,,6210.698242,6085.205078,6138.108887,6210.698242,75539100,6210.698242,,,,,,,,,2450.399902,2412.620117,2446.72998,2416.76001,458000,2416.76001,,10863.66992,10758.05957,10863.66992,10823.33008,2618800,10823.33008,,15455.59961,15203.90039,15415.40039,15223.7002,213911900,15223.7002,,85450,84042,84766,84377,3176900,84377,,47638.5,46450.67969,47510.58984,46515.92969,219398300,46515.92969,,5515.990234,5473.759766,5515.990234,5490.240234,0,5490.240234,,32029.90039,31397,31908.19922,31461.30078,0,31461.30078,,,,,,,,,,,,,,,,4592.640137,4499.47998,4590.27002,4549.870117,0,4549.870117
3/26/2018,2661.360107,2601.810059,2619.350098,2658.550049,3511100000,2658.550049,,7225.830078,7022.339844,7125.200195,7220.540039,2326060000,7220.540039,,24232.30078,23741.2207,23825.74023,24202.59961,479540000,24202.59961,,12444.40039,12241.48047,12327.05957,12433.15039,3511100000,12433.15039,,2455.5,2435.51001,2448.98999,2454.169922,0,2454.169922,,696.3400269,687.1599731,693.4199829,689.0599976,0,689.0599976,,1543.810059,1513.540039,1513.540039,1543.719971,3511100000,1543.719971,,24.54000092,20.70999908,23.40999985,21.03000069,0,21.03000069,,11984.5,11726.62012,11919.63965,11787.25977,99857900,11787.25977,,5126.990234,5043.27002,5106.339844,5066.279785,83600900,5066.279785,,3320.860107,3261.860107,3301.5,3278.719971,39603000,3278.719971,,1002.580017,986.6300049,998.7999878,990.9799805,185233700,990.9799805,,3839.669922,3781.860107,3831.300049,3797.02002,27356500,3797.02002,,,,,,,,,20766.09961,20347.49023,20423.36914,20766.09961,97500000,20766.09961,,30548.76953,29995.16016,30267.07031,30548.76953,2317282800,30548.76953,,3134.275879,3091.458008,3117.319092,3133.721924,186400,3133.721924,,10564.37988,10217.21973,10303.75,10564.37988,101900,10564.33789,,5837.5,5790.5,5790.5,5832.299805,0,5832.299805,,5948.299805,5901.399902,5901.399902,5943.700195,874229500,5943.700195,,33115.41016,32515.16992,32536.43945,33066.41016,16400,33066.41016,,6205.573242,6167.338867,6178.728027,6200.171875,62145400,6200.171875,,8517.480469,8434.349609,8434.349609,8508.120117,36200100,8508.120117,,2437.080078,2399.439941,2414.679932,2437.080078,306900,2437.080078,,10840.0498,10781.42969,10783.57031,10840.0498,2048600,10840.0498,,15356.90039,15211.40039,15334.2002,15298.59961,213984100,15298.59961,,85553,84357,84377,85088,2355600,85088,,46938.92969,45895.10156,46621.05078,46858.46094,147884800,46858.46094,,5527.689941,5441.339844,5490.399902,5446.77002,0,5446.77002,,31979.69922,31461.30078,31461.30078,31636.59961,0,31636.59961,,1316.079956,1305.619995,1305.619995,1312.73999,40560600,1312.73999,,,,,,,,,4617.370117,4535.5,4599.759766,4571.47998,0,4571.47998
3/27/2018,2674.780029,2596.120117,2667.570068,2612.620117,3706350000,2612.620117,,7255.540039,6963.680176,7255.470215,7008.810059,2325990000,7008.810059,,24446.2207,23708.73047,24276.61914,23857.71094,524480000,23857.71094,,12517.25977,12246.41016,12466.38965,12302.54004,3706350000,12302.54004,,2468.620117,2436.469971,2461.790039,2442.870117,0,2442.870117,,704.6599731,689.0700073,689.0700073,699.9199829,0,699.9199829,,1547.709961,1508.939941,1544.449951,1513.569946,3706350000,1513.569946,,24.05999947,19.84000015,20.32999992,22.5,0,22.5,,12042.78027,11927.91016,11996.34961,11970.83008,98677800,11970.83008,,5149.049805,5100.209961,5141.399902,5115.740234,84280000,5115.740234,,3336.800049,3286.699951,3286.699951,3316.949951,36377200,3316.949951,,1007.210022,999.8499756,1004.789978,1002.01001,194785900,1002.01001,,3847.75,3817.419922,3841.26001,3824.419922,30160800,3824.419922,,,,,,,,,21317.32031,20943.31055,20958.90039,21317.32031,101900000,21317.32031,,30985.75,30738.75977,30985.75,30790.83008,2049855800,30790.83008,,3172.778076,3143.570068,3164.798096,3166.648926,189100,3166.648926,,10799.37012,10675.5,10683.16016,10775.70996,114100,10775.66797,,5832.299805,5781.600098,5832.299805,5789.5,0,5789.5,,5943.700195,5892.299805,5943.700195,5899.200195,794819600,5899.200195,,33371.03906,33077.12891,33172.98047,33174.39063,15100,33174.39063,,6274.298828,6188.60791,6246.228027,6209.350098,70878900,6209.350098,,8514.200195,8356.950195,8514.200195,8388.080078,40318800,8388.080078,,2456.550049,2444.919922,2455,2452.060059,332100,2452.060059,,10986.79004,10901.69043,10901.69043,10986.79004,2297400,10986.79004,,15367.5,15171.7998,15307.7998,15216.2002,212058200,15216.2002,,85296,83542,85103,83808,2948400,83808,,47045.19141,46727.21875,46876.46875,46793.57813,136838600,46793.57813,,5491.819824,5446.77002,5446.77002,5480.310059,0,5480.310059,,31834.30078,31214.30078,31636.59961,31236.09961,0,31236.09961,,1327.280029,1319.150024,1319.150024,1322.01001,45654000,1322.01001,,,,,,,,,4642.470215,4550.709961,4579.459961,4561.939941,0,4561.939941
3/28/2018,2632.649902,2593.060059,2611.300049,2605,3864500000,2605,,7036.089844,6901.069824,6978.299805,6949.22998,2518670000,6949.22998,,24092.4707,23728.66992,23883.08008,23848.41992,530040000,23848.41992,,12399.23047,12271.03027,12325.29004,12308.90039,3864500000,12308.90039,,2446.530029,2427.52002,2436.889893,2429.27002,0,2429.27002,,703.9500122,692.8699951,699.8499756,703.4199829,0,703.4199829,,1521.349976,1505.640015,1513.800049,1513.030029,3864500000,1513.030029,,24.94000053,21.70999908,22.52000046,22.87000084,0,22.87000084,,11961.16016,11770.40039,11868.08008,11940.70996,113396700,11940.70996,,5130.439941,5038.120117,5073.419922,5130.439941,102195900,5130.439941,,3331.25,3267.959961,3306.340088,3331.25,44944900,3331.25,,1006.859985,988.2600098,994.539978,1006.859985,239985100,1006.859985,,3854.01001,3779.98999,3798.159912,3852.370117,36502800,3852.370117,,,,,,,,,21031.31055,20776.82031,20893.05078,21031.31055,88100000,21031.31055,,30637.21094,30022.5293,30510.38086,30022.5293,2209028300,30022.5293,,3165.212891,3117.533936,3130.571045,3122.290039,163500,3122.290039,,10768.48047,10613.05957,10633.7002,10630.69043,99500,10630.64844,,5804.299805,5752.700195,5789.5,5759.399902,0,5759.399902,,5912.399902,5861.899902,5899.200195,5868.899902,950131000,5868.899902,,33104.10938,32917.66016,33098.08984,32968.67969,12300,32968.67969,,6197.005859,6116.887207,6195.477051,6140.836914,61446800,6140.836914,,8388.080078,8312.839844,8385.389648,8319.070313,43370900,8319.070313,,2430.77002,2409.469971,2425.939941,2419.290039,501300,2419.290039,,10939.96973,10853.48047,10939.96973,10865.66016,1953100,10865.66016,,15232,15150.5,15198.7002,15169.90039,214705000,15169.90039,,83889,82889,83806,83874,2911400,83874,,46876.60938,46041.39063,46860.83984,46124.85156,222370200,46124.85156,,5489.450195,5452.490234,5480.310059,5466.620117,0,5466.620117,,31419,30982.30078,31236.09961,31114.90039,0,31114.90039,,1313.810059,1305.959961,1313.72998,1309.209961,46340500,1309.209961,,,,,,,,,4544.649902,4370.740234,4544.339844,4391.870117,0,4391.870117
3/29/2018,2659.070068,2609.719971,2614.409912,2640.870117,3565990000,2640.870117,,7120.459961,6935.779785,6984.660156,7063.450195,2554500000,7063.450195,,24314.30078,23928.13086,23949.17969,24103.10938,463550000,24103.10938,,12512,12356.08008,12356.19043,12452.05957,3565990000,12452.05957,,2457.330078,2426.719971,2437.949951,2456.290039,0,2456.290039,,711.5700073,703.0100098,703.0300293,708.0900269,0,708.0900269,,1540.02002,1513.310059,1513.310059,1529.430054,3565990000,1529.430054,,23.04999924,19.60000038,22.87000084,19.96999931,0,19.96999931,,12151.30957,11942.28027,11956.33984,12096.73047,111589200,12096.73047,,5194.97998,5134.75,5152.029785,5167.299805,92382200,5167.299805,,3379.379883,3333.25,3335.689941,3361.5,38215200,3361.5,,1016.679993,1006.440002,1010.76001,1011.719971,200556800,1011.719971,,3877.199951,3844.899902,3864.219971,3857.100098,29843300,3857.100098,,,,,,,,,21298.57031,20996.2207,21250.96094,21159.08008,78900000,21159.08008,,30252.94922,29819.63086,30154.17969,30093.38086,2167328200,30093.38086,,3174.509033,3098.24707,3127.262939,3160.531006,170300,3160.531006,,10778.7998,10564.29004,10676.55957,10755.91992,95800,10755.87793,,,,,,,,,,,,,,,,,,,,,,,6188.986816,6101.765137,6153.64502,6188.986816,59162000,6188.986816,,,,,,,,,2439.469971,2413.709961,2421.699951,2436.370117,333400,2436.370117,,10889.59961,10815.45996,10855.66016,10845.91992,2158300,10845.91992,,15390.7998,15204,15224.2998,15367.2998,227294100,15367.2998,,85708,83874,83874,85366,3150300,85366,,,,,,,,,5547.649902,5460.899902,5466.620117,5542.220215,0,5542.220215,,,,,,,,,1314.280029,1307.060059,1309.75,1310.829956,91610800,1310.829956,,,,,,,,,4457.060059,4383.990234,4383.990234,4426.720215,0,4426.720215
4/2/2018,2638.300049,2553.800049,2633.449951,2581.879883,3598520000,2581.879883,,7044.709961,6805.959961,7016.169922,6870.120117,2394730000,6870.120117,,24123.80078,23344.51953,24076.59961,23644.18945,509820000,23644.18945,,12441.84961,12107.71973,12432.88965,12216.70996,3598520000,12216.70996,,2458.590088,2417.97998,2456.26001,2432.290039,0,2432.290039,,,,,,,,,1529.140015,1482.900024,1529.140015,1492.530029,3588520000,1492.530029,,25.71999931,20.44000053,21.06999969,23.62000084,0,23.62000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21597.4707,21388.58008,21441.57031,21388.58008,47500000,21388.58008,,,,,,,,,3192.340088,3159.986084,3169.779053,3163.178955,177700,3163.178955,,10950.21973,10835.70996,10887.46973,10852.9502,116500,10852.90723,,,,,,,,,,,,,,,,33289.33984,32997.87891,33030.87109,33255.35938,7600,33255.35938,,6240.570801,6168.373047,6194.513184,6240.570801,58966000,6240.570801,,8348.599609,8250.830078,8271.780273,8329.929688,24520500,8329.929688,,2467.52002,2440.889893,2454.719971,2444.159912,390300,2444.159912,,10969.87988,10882.0498,10936.25977,10888.26953,2071400,10888.26953,,15351.2002,15157.2998,15351.2002,15213.5,166742600,15213.5,,85675,84166,85365,84666,2598500,84666,,46589.62891,45785.41016,46124.85156,45826.64063,123635900,45826.64063,,5544.930176,5496.399902,5542.220215,5502.600098,0,5502.600098,,,,,,,,,1313.790039,1306.589966,1313.469971,1308.640015,14819400,1308.640015,,,,,,,,,,,,,,
4/3/2018,2619.139893,2575.48999,2592.169922,2614.449951,3392810000,2614.449951,,6963.709961,6835.22998,6924.350098,6941.279785,2328510000,6941.279785,,24044.34961,23664.33008,23698.33008,24033.35938,394130000,24033.35938,,12380.25,12220.20996,12274.25977,12367.07031,3392810000,12367.07031,,2456.320068,2424.439941,2441.209961,2454.52002,0,2454.52002,,708.1099854,700.3200073,708.0900269,704.3699951,0,704.3699951,,1514.560059,1493.869995,1493.869995,1512.150024,3392810000,1512.150024,,23.37999916,20.92000008,23.03000069,21.10000038,0,21.10000038,,12069.48047,11913.62012,11997.46973,12002.4502,95226700,12002.4502,,5171.620117,5118.689941,5144.629883,5152.120117,81857300,5152.120117,,3359.120117,3324.449951,3349.02002,3346.929932,32815100,3346.929932,,1011.330017,1001.52002,1005.840027,1008.440002,187151400,1008.440002,,3841.790039,3810,3835.080078,3831.429932,26744100,3831.429932,,,,,,,,,21333.5,21056.01953,21115.48047,21292.28906,63800000,21292.28906,,30269.2793,29755.35938,29927.88086,30180.09961,1908642500,30180.09961,,3144.332031,3119.13208,3130.012939,3136.633057,152200,3136.633057,,10783.92969,10667.33008,10718.42969,10754.29004,100200,10754.24805,,5766,5724.799805,5759.399902,5751.899902,0,5751.899902,,5873.100098,5834,5868.899902,5859.100098,784069100,5859.100098,,33402.94141,33153.82813,33197.42188,33370.62891,11100,33370.62891,,6234.568848,6202.128906,6212.76709,6229.013184,61788600,6229.013184,,8398.080078,8329.919922,8329.929688,8398.080078,29571000,8398.080078,,2442.429932,2416.439941,2422.26001,2442.429932,497100,2442.429932,,10837.54004,10775.4502,10837.54004,10821.53027,2124100,10821.53027,,15228,15104.2002,15215.09961,15180.7998,199121700,15180.7998,,85411,84210,84669,84623,2579000,84623,,46753.39063,45868.03906,45940.64063,46684.05859,179119300,46684.05859,,5544.129883,5502.600098,5502.600098,5534.399902,0,5534.399902,,31394,30957.90039,31115,31341.09961,0,31341.09961,,1302.959961,1293.050049,1302.73999,1299.050049,26998700,1299.050049,,,,,,,,,4459.310059,4379.359863,4437.259766,4386.22998,0,4386.22998
4/4/2018,2649.860107,2573.610107,2584.040039,2644.689941,3350340000,2644.689941,,7059.290039,6811.77002,6811.77002,7042.109863,2254070000,7042.109863,,24308.96094,23523.16016,23654.15039,24264.30078,388540000,24264.30078,,12482.70996,12193.84961,12218.91016,12466.4502,3350340000,12466.4502,,2477.610107,2430.300049,2433.159912,2477.580078,0,2477.580078,,705.1300049,697.7800293,704.3699951,703.9699707,0,703.9699707,,1534.569946,1491.689941,1508.599976,1531.660034,3350340000,1531.660034,,24.51000023,19.86000061,21.68000031,20.05999947,0,20.05999947,,12011.12012,11792.34961,12000.46973,11957.90039,107305000,11957.90039,,5163.629883,5094.689941,5155.470215,5141.799805,91113200,5141.799805,,3350.969971,3300.5,3345.76001,3340.350098,37763400,3340.350098,,1010.580017,996.9299927,1008.52002,1005.530029,205552600,1005.530029,,3843.290039,3781.429932,3843.290039,3808.280029,29688500,3808.280029,,2273.530029,2248.47998,2264.73999,2265.600098,0,2265.600098,,21415.84961,21238.17969,21415.84961,21319.55078,75600000,21319.55078,,30329.08008,29518.68945,30244.2207,29518.68945,1816082600,29518.68945,,3163.340088,3128.866943,3147.049072,3131.111084,147000,3131.111084,,10829.82031,10678.94043,10778.86035,10684.55957,89000,10684.51758,,5764.299805,5728.799805,5751.899902,5761.399902,0,5761.399902,,5870.299805,5836.200195,5859.100098,5863.700195,797284400,5863.700195,,33505.53125,32972.55859,33437.51953,33019.07031,9700,33019.07031,,6250.14209,6137.162109,6240.983887,6157.096191,72730600,6157.096191,,8417.839844,8363.709961,8403.110352,8363.990234,38796400,8363.990234,,2447.969971,2405.909912,2447.969971,2408.060059,551700,2408.060059,,,,,,,,,15180.09961,14991.2002,15050.90039,15164.40039,227789600,15164.40039,,84610,82826,84610,84360,2948300,84360,,47521.73047,46320.05078,46541.10156,47457.46094,204725400,47457.46094,,5546.220215,5498.970215,5534.399902,5542.790039,0,5542.790039,,31376,30930.69922,31341.09961,31318.5,0,31318.5,,1299.900024,1265.98999,1299.329956,1270.069946,53482800,1270.069946,,,,,,,,,4373.589844,4190.810059,4371.939941,4341.47998,0,4341.47998
